"claim_id","claim_date","order_id","device_id","issue_type","severity","warranty_approved","replacement_ship_days","notes","order_id_clean","device_id_clean","claim_dt","is_order_prefix_bad"
CLM-404881668,"2024-10-24",ORD-3454914,DEV-8043053505,Connectivity,med,1.0,2.0,repeat failure,ORD-3454914,dev-8043053505,2024-10-24 00:00:00.000,0
CLM-555228989,"2024-04-28",ORD-7018970,DEV-4236149857,Software,high,1.0,2.0,customer reports intermittent issue,ORD-7018970,dev-4236149857,2024-04-28 00:00:00.000,0
CLM-304754892,"2025-03-06",ORD-1381696,DEV-2525974426,Connectivity,med,1.0,5.0,repeat failure,ORD-1381696,dev-2525974426,2025-03-06 00:00:00.000,0
CLM-119596964,"2024-06-22",ORD-3376567,DEV-4064711771,Software,low,1.0,7.0,no fault found,ORD-3376567,dev-4064711771,2024-06-22 00:00:00.000,0
CLM-612556045,"2024-07-10",ORD-9230524,DEV-5545714259,Battery,med,1.0,3.0,no fault found,ORD-9230524,dev-5545714259,2024-07-10 00:00:00.000,0
CLM-704283213,"2025-07-26",ORD-1582351,DEV-9165595583,Sound Distortion,low,,5.0,needs firmware,ORD-1582351,dev-9165595583,2025-07-26 00:00:00.000,0
CLM-443062536,"2024-08-24",ORD-9286386,DEV-8255658983,Physical Damage,high,1.0,5.0,no fault found,ORD-9286386,dev-8255658983,2024-08-24 00:00:00.000,0
CLM-928533246,"2025-01-11",ORD-2713714,DEV-6796124811,Sound Distortion,critical,1.0,2.0,customer reports intermittent issue,ORD-2713714,dev-6796124811,2025-01-11 00:00:00.000,0
CLM-700705749,"2025-08-20",ORD-9266482,DEV-9075591972,Battery,med,1.0,,no fault found,ORD-9266482,dev-9075591972,2025-08-20 00:00:00.000,0
CLM-953243662,"2025-02-20",ORD-1832223,DEV-4956866299,Connectivity,low,0.0,2.0,customer reports intermittent issue,ORD-1832223,dev-4956866299,2025-02-20 00:00:00.000,0
CLM-385992119,"2024-07-21",ORD-4216616,DEV-1271435542,Physical Damage,low,1.0,5.0,,ORD-4216616,dev-1271435542,2024-07-21 00:00:00.000,0
CLM-161702788,"2024-09-24",ORD-8181286,DEV-3486750975,Connectivity,med,1.0,5.0,customer reports intermittent issue,ORD-8181286,dev-3486750975,2024-09-24 00:00:00.000,0
CLM-333897430,"2025-07-21",ORD-2848747,DEV-7333839727,Connectivity,low,1.0,10.0,no fault found,ORD-2848747,dev-7333839727,2025-07-21 00:00:00.000,0
CLM-250527941,"2024-02-04",ORD-6153832,DEV-2574901300,Software,low,1.0,10.0,,ORD-6153832,dev-2574901300,2024-02-04 00:00:00.000,0
CLM-555171410,"2025-09-20",ORD-6698662,DEV-3645190427,Battery,low,,,customer reports intermittent issue,ORD-6698662,dev-3645190427,2025-09-20 00:00:00.000,0
CLM-560684666,"2024-01-11",ORD-8271311,DEV-6376313776,Software,,0.0,3.0,no fault found,ORD-8271311,dev-6376313776,2024-01-11 00:00:00.000,0
CLM-248637012,"08/17/2025",ORD-9837601,DEV-1590102695,Physical Damage,med,1.0,3.0,customer reports intermittent issue,ORD-9837601,dev-1590102695,2025-08-17 00:00:00.000,0
CLM-940423403,"2024-07-06",ORD-5703791,DEV-7813219671,Connectivity,high,1.0,3.0,customer reports intermittent issue,ORD-5703791,dev-7813219671,2024-07-06 00:00:00.000,0
CLM-511187883,"2024-05-09",ORD-3172854,DEV-7296245842,Battery,high,0.0,7.0,no fault found,ORD-3172854,dev-7296245842,2024-05-09 00:00:00.000,0
CLM-427092556,"2024-06-06",ORD-3945901,DEV-8862611329,,low,1.0,5.0,,ORD-3945901,dev-8862611329,2024-06-06 00:00:00.000,0
CLM-365492377,"2025-03-11",ORD-1785594,DEV-6225147843,Battery,med,0.0,5.0,needs firmware,ORD-1785594,dev-6225147843,2025-03-11 00:00:00.000,0
CLM-396283581,"2024-10-06",ORD-6889447,DEV-7111598446,Connectivity,,1.0,2.0,repeat failure,ORD-6889447,dev-7111598446,2024-10-06 00:00:00.000,0
CLM-665575394,"07/22/2024",ORD-7257139,DEV-1935988438,Connectivity,low,1.0,10.0,,ORD-7257139,dev-1935988438,2024-07-22 00:00:00.000,0
CLM-973906348,"2024-03-09",ORD-9090682,DEV-6614482895,Physical Damage,high,1.0,7.0,customer reports intermittent issue,ORD-9090682,dev-6614482895,2024-03-09 00:00:00.000,0
CLM-299105747,"2025-06-12",ORD-3711763,DEV-5876328741,Overheating,low,1.0,5.0,no fault found,ORD-3711763,dev-5876328741,2025-06-12 00:00:00.000,0
CLM-163975604,"2025-09-01",ORD-3986807,DEV-8020503976,Software,high,1.0,3.0,no fault found,ORD-3986807,dev-8020503976,2025-09-01 00:00:00.000,0
CLM-334625622,"2024-06-11",ORD-3362639,DEV-7325623156,Physical Damage,med,1.0,7.0,no fault found,ORD-3362639,dev-7325623156,2024-06-11 00:00:00.000,0
CLM-140619653,"2025-03-12",ORD-6223320,DEV-1193641025,Physical Damage,med,1.0,3.0,no fault found,ORD-6223320,dev-1193641025,2025-03-12 00:00:00.000,0
CLM-781564124,"2025-05-05",ORD-1363917,DEV-2979311289,Connectivity,low,1.0,2.0,no fault found,ORD-1363917,dev-2979311289,2025-05-05 00:00:00.000,0
CLM-886715461,"2024-01-28",ORD-7541666,DEV-9762179887,Software,low,1.0,7.0,customer reports intermittent issue,ORD-7541666,dev-9762179887,2024-01-28 00:00:00.000,0
CLM-820322680,"2025-07-03",ORD-1483503,DEV-7022816817,Software,med,1.0,3.0,,ORD-1483503,dev-7022816817,2025-07-03 00:00:00.000,0
CLM-171790739,"2024-10-16",ORD-1945741,DEV-1195980587,Connectivity,med,1.0,7.0,no fault found,ORD-1945741,dev-1195980587,2024-10-16 00:00:00.000,0
CLM-969515566,"2025-05-07",ORD-8321422,DEV-9739793905,Battery,med,1.0,5.0,customer reports intermittent issue,ORD-8321422,dev-9739793905,2025-05-07 00:00:00.000,0
CLM-618131995,"2024-03-27",ORD-6615052,DEV-1632906836,Software,low,1.0,5.0,,ORD-6615052,dev-1632906836,2024-03-27 00:00:00.000,0
CLM-315561797,"2024-02-07",ORD-6544426,DEV-9583324551,Connectivity,med,1.0,2.0,no fault found,ORD-6544426,dev-9583324551,2024-02-07 00:00:00.000,0
CLM-353600187,"2025-07-11",OR-5100763,DEV-4973846637,Battery,med,1.0,10.0,needs firmware,OR-5100763,dev-4973846637,2025-07-11 00:00:00.000,1
CLM-459800354,"2024-01-02",ORD-9138612,DEV-2869146971,Software,low,1.0,2.0,no fault found,ORD-9138612,dev-2869146971,2024-01-02 00:00:00.000,0
CLM-711365953,"2024-11-26",ORD-2169845,DEV-1650881893,Connectivity,high,1.0,5.0,needs firmware,ORD-2169845,dev-1650881893,2024-11-26 00:00:00.000,0
CLM-657930810,"2025-03-28",ORD-9462490,DEV-7342294681,Physical Damage,low,1.0,3.0,,ORD-9462490,dev-7342294681,2025-03-28 00:00:00.000,0
CLM-372042532,"05/19/2024",ORD-1102791,DEV-9826710579,Physical Damage,med,1.0,3.0,customer reports intermittent issue,ORD-1102791,dev-9826710579,2024-05-19 00:00:00.000,0
CLM-373175533,"2025-10-19",OR-4208370,DEV-2986004140,Physical Damage,critical,1.0,3.0,repeat failure,OR-4208370,dev-2986004140,2025-10-19 00:00:00.000,1
CLM-484770098,"2024-10-18",ORD-7405563,DEV-3087823358,Battery,low,1.0,10.0,needs firmware,ORD-7405563,dev-3087823358,2024-10-18 00:00:00.000,0
CLM-981726574,"2024-05-12",ORD-2264449,DEV-8748902092,Mic issues,med,1.0,2.0,no fault found,ORD-2264449,dev-8748902092,2024-05-12 00:00:00.000,0
CLM-168168387,"2024-02-14",ORD-3983627,,Software,high,1.0,5.0,no fault found,ORD-3983627,,2024-02-14 00:00:00.000,0
CLM-670475277,"2024-04-28",ORD-8650758,DEV-3904353432,Physical Damage,low,1.0,7.0,,ORD-8650758,dev-3904353432,2024-04-28 00:00:00.000,0
CLM-389400679,"2025-08-12",ORD-9850755,DEV-2449737480,Software,med,1.0,5.0,no fault found,ORD-9850755,dev-2449737480,2025-08-12 00:00:00.000,0
CLM-917060240,"2025-05-05",ORD-1914579,DEV-9638008427,Overheating,,,7.0,needs firmware,ORD-1914579,dev-9638008427,2025-05-05 00:00:00.000,0
CLM-548759933,"2025-02-06",ORD-9996694,DEV-4379497142,Connectivity,high,1.0,3.0,customer reports intermittent issue,ORD-9996694,dev-4379497142,2025-02-06 00:00:00.000,0
CLM-779308428,"2025-05-16",ORD-9611356,DEV-1631908562,Software,high,1.0,,,ORD-9611356,dev-1631908562,2025-05-16 00:00:00.000,0
CLM-161075955,"2025-06-08",ORD-6510049,DEV-3604143483,Connectivity,low,1.0,,no fault found,ORD-6510049,dev-3604143483,2025-06-08 00:00:00.000,0
CLM-882663807,"2024-07-20",ORD-3771160,DEV-7451387378,Software,low,0.0,5.0,no fault found,ORD-3771160,dev-7451387378,2024-07-20 00:00:00.000,0
CLM-603691717,"2024-03-27",ORD-1637191,DEV-9403298062,Overheating,low,0.0,5.0,no fault found,ORD-1637191,dev-9403298062,2024-03-27 00:00:00.000,0
CLM-913765672,"2025-04-02",ORD-1315701,DEV-3893210660,Software,high,1.0,10.0,needs firmware,ORD-1315701,dev-3893210660,2025-04-02 00:00:00.000,0
CLM-189520988,"2025-12-05",OR-8187991,DEV-5697462236,Overheating,high,1.0,3.0,customer reports intermittent issue,OR-8187991,dev-5697462236,2025-12-05 00:00:00.000,1
CLM-422682168,"2025-09-19",ORD-9525843,DEV-9000859320,Physical Damage,high,1.0,3.0,repeat failure,ORD-9525843,dev-9000859320,2025-09-19 00:00:00.000,0
CLM-704851870,"2025-02-17",ORD-5384248,DEV-5714250452,Connectivity,med,1.0,2.0,customer reports intermittent issue,ORD-5384248,dev-5714250452,2025-02-17 00:00:00.000,0
CLM-456452108,"2025-11-24",ORD-3388315,,Physical Damage,med,1.0,3.0,customer reports intermittent issue,ORD-3388315,,2025-11-24 00:00:00.000,0
CLM-917560388,"2024-09-04",ORD-7242737,DEV-6661059818,Sound Distortion,high,1.0,5.0,no fault found,ORD-7242737,dev-6661059818,2024-09-04 00:00:00.000,0
CLM-543409735,"2024-01-16",ORD-1885315,DEV-2591806642,Connectivity,low,1.0,2.0,no fault found,ORD-1885315,dev-2591806642,2024-01-16 00:00:00.000,0
CLM-328883753,"2025-04-12",ORD-3975682,DEV-1432659664,Connectivity,med,1.0,,,ORD-3975682,dev-1432659664,2025-04-12 00:00:00.000,0
CLM-894297009,"2025-10-19",ORD-7883401,DEV-4220552580,Sound Distortion,critical,1.0,2.0,repeat failure,ORD-7883401,dev-4220552580,2025-10-19 00:00:00.000,0
CLM-248843295,"2024-08-27",ORD-8151948,DEV-4041530477,Physical Damage,med,1.0,,,ORD-8151948,dev-4041530477,2024-08-27 00:00:00.000,0
CLM-497841339,"2024-07-04",ORD-1223332,DEV-9762630314,Overheating,med,1.0,2.0,customer reports intermittent issue,ORD-1223332,dev-9762630314,2024-07-04 00:00:00.000,0
CLM-722461612,"2025-10-02",ORD-8433834,DEV-6075646820,Physical Damage,critical,,7.0,customer reports intermittent issue,ORD-8433834,dev-6075646820,2025-10-02 00:00:00.000,0
CLM-511417731,"2024-11-23",ORD-2231497,DEV-9450687115,Mic issues,low,1.0,7.0,customer reports intermittent issue,ORD-2231497,dev-9450687115,2024-11-23 00:00:00.000,0
CLM-307497909,"2025-02-28",ORD-3790203,DEV-7353638232,Overheating,critical,,3.0,customer reports intermittent issue,ORD-3790203,dev-7353638232,2025-02-28 00:00:00.000,0
CLM-294195463,"2024-07-12",ORD-5920109,DEV-1244252663,Sound Distortion,med,1.0,7.0,customer reports intermittent issue,ORD-5920109,dev-1244252663,2024-07-12 00:00:00.000,0
CLM-228076891,"2024-12-30",ORD-4798238,DEV-4132099194,Connectivity,med,1.0,2.0,customer reports intermittent issue,ORD-4798238,dev-4132099194,2024-12-30 00:00:00.000,0
CLM-625450991,"2024-07-18",ORD-8400677,DEV-3126406474,Battery,low,1.0,7.0,customer reports intermittent issue,ORD-8400677,dev-3126406474,2024-07-18 00:00:00.000,0
CLM-352520147,"2024-04-04",ORD-8939045,DEV-6305624002,Physical Damage,med,1.0,2.0,customer reports intermittent issue,ORD-8939045,dev-6305624002,2024-04-04 00:00:00.000,0
CLM-931563230,"2024-02-09",ORD-3778998,DEV-7667810623,Battery,low,1.0,3.0,customer reports intermittent issue,ORD-3778998,dev-7667810623,2024-02-09 00:00:00.000,0
CLM-435994598,"2024-04-24",ORD-3038279,DEV-9144069945,Software,high,1.0,10.0,needs firmware,ORD-3038279,dev-9144069945,2024-04-24 00:00:00.000,0
CLM-748354940,"2024-05-25",ORD-9412110,DEV-5351859663,Physical Damage,high,1.0,5.0,,ORD-9412110,dev-5351859663,2024-05-25 00:00:00.000,0
CLM-569105361,"2025-08-05",ORD-6755402,DEV-2631748734,Battery,low,0.0,7.0,,ORD-6755402,dev-2631748734,2025-08-05 00:00:00.000,0
CLM-170913199,"10/18/2025",ORD-8905014,DEV-7887461579,Connectivity,med,1.0,7.0,,ORD-8905014,dev-7887461579,2025-10-18 00:00:00.000,0
CLM-497006386,"2024-07-17",ORD-2120355,DEV-5938480945,Software,med,1.0,10.0,no fault found,ORD-2120355,dev-5938480945,2024-07-17 00:00:00.000,0
CLM-700250471,"2025-09-27",ORD-7962844,DEV-8306412534,Battery,low,1.0,10.0,,ORD-7962844,dev-8306412534,2025-09-27 00:00:00.000,0
CLM-789237988,"2025-08-11",ORD-3962869,DEV-4635503975,Connectivity,med,1.0,2.0,no fault found,ORD-3962869,dev-4635503975,2025-08-11 00:00:00.000,0
CLM-769270151,"2025-10-02",ORD-4130204,DEV-5772221170,Connectivity,med,1.0,7.0,customer reports intermittent issue,ORD-4130204,dev-5772221170,2025-10-02 00:00:00.000,0
CLM-723783255,"2024-09-03",ORD-1791527,DEV-7003375034,Physical Damage,critical,1.0,3.0,customer reports intermittent issue,ORD-1791527,dev-7003375034,2024-09-03 00:00:00.000,0
CLM-399605140,"2025-05-20",ORD-9655310,DEV-8473860383,Physical Damage,low,1.0,5.0,repeat failure,ORD-9655310,dev-8473860383,2025-05-20 00:00:00.000,0
CLM-722852500,"2025-09-09",ORD-9284353,DEV-2871359011,Physical Damage,low,0.0,3.0,repeat failure,ORD-9284353,dev-2871359011,2025-09-09 00:00:00.000,0
CLM-885581475,"2025-10-07",ORD-3278104,DEV-1938344636,Battery,low,1.0,5.0,customer reports intermittent issue,ORD-3278104,dev-1938344636,2025-10-07 00:00:00.000,0
CLM-520325300,"2024-10-03",ORD-7428356,DEV-9989082153,Sound Distortion,low,1.0,2.0,,ORD-7428356,dev-9989082153,2024-10-03 00:00:00.000,0
CLM-149441078,"02/28/2025",ORD-5363437,DEV-5782588142,Battery,med,,7.0,no fault found,ORD-5363437,dev-5782588142,2025-02-28 00:00:00.000,0
CLM-332311148,"2025-08-21",ORD-7218668,DEV-8512122097,Connectivity,high,1.0,5.0,repeat failure,ORD-7218668,dev-8512122097,2025-08-21 00:00:00.000,0
CLM-390103541,"2024-12-13",ORD-6861872,DEV-7193666870,Connectivity,med,1.0,,,ORD-6861872,dev-7193666870,2024-12-13 00:00:00.000,0
CLM-378594164,"2025-04-01",ORD-8656631,DEV-6165341482,Software,high,1.0,5.0,customer reports intermittent issue,ORD-8656631,dev-6165341482,2025-04-01 00:00:00.000,0
CLM-277572988,"2024-04-09",ORD-6074419,DEV-1432698460,Software,high,1.0,7.0,no fault found,ORD-6074419,dev-1432698460,2024-04-09 00:00:00.000,0
CLM-359209524,"2024-01-11",ORD-9236555,DEV-2890164945,Overheating,med,1.0,5.0,repeat failure,ORD-9236555,dev-2890164945,2024-01-11 00:00:00.000,0
CLM-680573168,"2025-09-13",ORD-2822722,DEV-7105529392,Physical Damage,med,1.0,2.0,no fault found,ORD-2822722,dev-7105529392,2025-09-13 00:00:00.000,0
CLM-206360267,"2024-04-25",ORD-2096020,DEV-8885111529,Battery,low,1.0,5.0,no fault found,ORD-2096020,dev-8885111529,2024-04-25 00:00:00.000,0
CLM-774791299,"2025-03-24",ORD-5204881,DEV-2437973464,Software,low,1.0,3.0,repeat failure,ORD-5204881,dev-2437973464,2025-03-24 00:00:00.000,0
CLM-281298998,"2025-05-17",ORD-2406470,DEV-3280475724,Mic issues,low,1.0,7.0,needs firmware,ORD-2406470,dev-3280475724,2025-05-17 00:00:00.000,0
CLM-644202982,"2024-11-30",ORD-2628399,DEV-9145142092,Software,med,0.0,3.0,repeat failure,ORD-2628399,dev-9145142092,2024-11-30 00:00:00.000,0
CLM-813556892,"08/16/2025",ORD-5273955,DEV-9256189342,Sound Distortion,,1.0,5.0,no fault found,ORD-5273955,dev-9256189342,2025-08-16 00:00:00.000,0
CLM-985864226,"2025-02-22",ORD-1640266,DEV-6643461056,Sound Distortion,high,1.0,5.0,needs firmware,ORD-1640266,dev-6643461056,2025-02-22 00:00:00.000,0
CLM-142020222,"2024-04-06",ORD-7792510,DEV-5364428089,Connectivity,med,1.0,10.0,customer reports intermittent issue,ORD-7792510,dev-5364428089,2024-04-06 00:00:00.000,0
CLM-414328829,"2025-07-31",ORD-7057804,DEV-3557017961,Overheating,,1.0,3.0,,ORD-7057804,dev-3557017961,2025-07-31 00:00:00.000,0
CLM-201781356,"2024-08-14",ORD-7544268,DEV-7913644020,Physical Damage,high,1.0,7.0,repeat failure,ORD-7544268,dev-7913644020,2024-08-14 00:00:00.000,0
CLM-654877290,"2024-09-11",OR-7436648,DEV-9801050877,Physical Damage,low,1.0,2.0,customer reports intermittent issue,OR-7436648,dev-9801050877,2024-09-11 00:00:00.000,1
CLM-929689415,"2025-04-15",ORD-5021980,DEV-7181574930,Physical Damage,low,0.0,2.0,customer reports intermittent issue,ORD-5021980,dev-7181574930,2025-04-15 00:00:00.000,0
CLM-924039616,"2024-04-11",ORD-4129808,DEV-3390792967,Software,med,1.0,3.0,customer reports intermittent issue,ORD-4129808,dev-3390792967,2024-04-11 00:00:00.000,0
CLM-517025488,"2025-01-30",ORD-6481468,DEV-9711636294,Sound Distortion,low,1.0,,,ORD-6481468,dev-9711636294,2025-01-30 00:00:00.000,0
CLM-610429771,"2024-09-16",ORD-1205287,DEV-1191338554,Physical Damage,low,1.0,10.0,no fault found,ORD-1205287,dev-1191338554,2024-09-16 00:00:00.000,0
CLM-246127598,"2024-04-15",ORD-2768347,DEV-7938875613,Software,med,1.0,3.0,customer reports intermittent issue,ORD-2768347,dev-7938875613,2024-04-15 00:00:00.000,0
CLM-909655091,"2025-02-01",ORD-8486897,DEV-3275043244,Physical Damage,med,1.0,7.0,needs firmware,ORD-8486897,dev-3275043244,2025-02-01 00:00:00.000,0
CLM-470879869,"2025-01-09",ORD-2994604,DEV-9341579935,Sound Distortion,high,1.0,7.0,,ORD-2994604,dev-9341579935,2025-01-09 00:00:00.000,0
CLM-159486617,"2024-01-20",ORD-7011498,DEV-4359746012,Connectivity,low,1.0,,no fault found,ORD-7011498,dev-4359746012,2024-01-20 00:00:00.000,0
CLM-932058226,"2024-08-23",ORD-3399256,DEV-6401685367,Connectivity,med,0.0,10.0,,ORD-3399256,dev-6401685367,2024-08-23 00:00:00.000,0
CLM-601773094,"2024-08-03",ORD-2977157,DEV-5267587298,Battery,,1.0,5.0,,ORD-2977157,dev-5267587298,2024-08-03 00:00:00.000,0
CLM-958045492,"2024-09-01",ORD-3983627,DEV-6963775877,Software,med,1.0,3.0,customer reports intermittent issue,ORD-3983627,dev-6963775877,2024-09-01 00:00:00.000,0
CLM-874798219,"2025-06-06",ORD-8938826,DEV-9341579935,Sound Distortion,med,1.0,,customer reports intermittent issue,ORD-8938826,dev-9341579935,2025-06-06 00:00:00.000,0
CLM-731096519,"2025-04-18",ORD-9297041,DEV-1773738363,Software,med,1.0,3.0,customer reports intermittent issue,ORD-9297041,dev-1773738363,2025-04-18 00:00:00.000,0
CLM-211508818,"2024-05-26",ORD-8539290,DEV-1063225691,Connectivity,high,1.0,,no fault found,ORD-8539290,dev-1063225691,2024-05-26 00:00:00.000,0
CLM-958542541,"2025-09-27",ORD-3260607,DEV-2214367540,Sound Distortion,low,1.0,3.0,repeat failure,ORD-3260607,dev-2214367540,2025-09-27 00:00:00.000,0
CLM-180776919,"2024-12-01",ORD-5637862,DEV-5248516788,Battery,low,1.0,7.0,customer reports intermittent issue,ORD-5637862,dev-5248516788,2024-12-01 00:00:00.000,0
CLM-328672196,"2024-06-21",ORD-2657941,,Battery,low,1.0,7.0,customer reports intermittent issue,ORD-2657941,,2024-06-21 00:00:00.000,0
CLM-227278931,"2025-03-14",ORD-5139529,DEV-4379497142,Software,med,1.0,10.0,no fault found,ORD-5139529,dev-4379497142,2025-03-14 00:00:00.000,0
CLM-835052502,"2025-04-27",ORD-3302791,DEV-8971041739,Overheating,low,0.0,5.0,,ORD-3302791,dev-8971041739,2025-04-27 00:00:00.000,0
CLM-560013559,"2024-12-21",ORD-4294393,DEV-2156893419,Mic issues,high,0.0,5.0,,ORD-4294393,dev-2156893419,2024-12-21 00:00:00.000,0
CLM-914867608,"2025-04-09",ORD-6755604,DEV-3884603338,Battery,med,1.0,7.0,customer reports intermittent issue,ORD-6755604,dev-3884603338,2025-04-09 00:00:00.000,0
CLM-886688494,"2024-02-19",ORD-6782304,DEV-8576164069,Battery,high,1.0,5.0,,ORD-6782304,dev-8576164069,2024-02-19 00:00:00.000,0
CLM-122740809,"2024-12-22",ORD-4434447,,Battery,med,1.0,7.0,repeat failure,ORD-4434447,,2024-12-22 00:00:00.000,0
CLM-221370572,"2025-09-03",ORD-2811240,DEV-7643733384,Physical Damage,med,1.0,3.0,customer reports intermittent issue,ORD-2811240,dev-7643733384,2025-09-03 00:00:00.000,0
CLM-522772247,"2025-08-08",ORD-4783513,DEV-7763892579,Connectivity,low,,2.0,,ORD-4783513,dev-7763892579,2025-08-08 00:00:00.000,0
CLM-722441311,"2025-12-15",ORD-5515271,DEV-5867793105,Sound Distortion,med,0.0,,customer reports intermittent issue,ORD-5515271,dev-5867793105,2025-12-15 00:00:00.000,0
CLM-957946176,"07/20/2025",ORD-3676127,DEV-7685653955,Software,med,1.0,7.0,needs firmware,ORD-3676127,dev-7685653955,2025-07-20 00:00:00.000,0
CLM-997296632,"2024-03-16",ORD-9588532,DEV-1390972335,,low,1.0,7.0,,ORD-9588532,dev-1390972335,2024-03-16 00:00:00.000,0
CLM-443648376,"2025-05-31",ORD-4599756,DEV-4204701517,Mic issues,,1.0,7.0,,ORD-4599756,dev-4204701517,2025-05-31 00:00:00.000,0
CLM-957146060,"2025-06-10",ORD-7198121,DEV-5848214955,Overheating,med,1.0,10.0,customer reports intermittent issue,ORD-7198121,dev-5848214955,2025-06-10 00:00:00.000,0
CLM-442170766,"2025-10-24",ORD-6081008,DEV-3645861580,Software,low,1.0,3.0,repeat failure,ORD-6081008,dev-3645861580,2025-10-24 00:00:00.000,0
CLM-852536739,"2024-11-15",ORD-7634633,DEV-5687399535,Sound Distortion,high,1.0,7.0,needs firmware,ORD-7634633,dev-5687399535,2024-11-15 00:00:00.000,0
CLM-632833747,"2025-11-22",ORD-2746121,DEV-1136913573,Connectivity,high,,5.0,no fault found,ORD-2746121,dev-1136913573,2025-11-22 00:00:00.000,0
CLM-838754308,"2025-06-11",ORD-1431372,DEV-8312328869,Sound Distortion,low,1.0,7.0,,ORD-1431372,dev-8312328869,2025-06-11 00:00:00.000,0
CLM-129869927,"2024-11-08",ORD-2283793,DEV-2613889744,Physical Damage,med,1.0,,customer reports intermittent issue,ORD-2283793,dev-2613889744,2024-11-08 00:00:00.000,0
CLM-769963788,"2024-04-15",ORD-5796224,DEV-7268127167,Sound Distortion,low,1.0,10.0,,ORD-5796224,dev-7268127167,2024-04-15 00:00:00.000,0
CLM-247490527,"2024-04-14",ORD-7411908,DEV-5399386912,Battery,high,1.0,,customer reports intermittent issue,ORD-7411908,dev-5399386912,2024-04-14 00:00:00.000,0
CLM-411463508,"2024-12-14",ORD-7652885,DEV-5239166885,Physical Damage,high,1.0,2.0,needs firmware,ORD-7652885,dev-5239166885,2024-12-14 00:00:00.000,0
CLM-852514558,"2025-01-04",ORD-2995704,,Software,,1.0,,customer reports intermittent issue,ORD-2995704,,2025-01-04 00:00:00.000,0
CLM-160656830,"2025-12-09",ORD-5366935,DEV-5877773519,Sound Distortion,low,1.0,10.0,customer reports intermittent issue,ORD-5366935,dev-5877773519,2025-12-09 00:00:00.000,0
