device_id,product_id,model_name,hw_revision,manufacture_lot,activated_date
DEV-8728622773,PRD-41385,Studio Pro,B,LOT-389695,2025-03-11
DEV-8229094012,PRD-24371,Studio Pro,C,LOT-396552,
DEV-2242131439,PRD-24371,QC Ultra,D,LOT-487559,2025-08-17
DEV-3487474891,PRD-66155,Studio Pro,B,LOT-621785,02/02/2025
DEV-1666465403,PRD-30635,Air Mini,D,LOT-628785,2024-10-06
DEV-5275702835,PRD-62923,Air Mini,B,LOT-134298,2024-02-03
DEV-5239521090,PRD-10074,QC45,C,LOT-968682,2025-03-31
DEV-1193641025,PRD-38080,QC45,A,LOT-316164,2025-04-17
DEV-2523747883,PRD-24371,Studio Pro,A,LOT-581038,2025-03-04
DEV-3808180347,PRD-66155,QC45,A,,
DEV-2659098833,PRD-66155,QC45,D,,2025-07-05
DEV-3822522129,PRD-24371,Studio Pro,D,LOT-241729,2025-07-19
DEV-2397405937,PRD-71348,QC45,B,LOT-699979,2024-04-15
DEV-6461336688,PRD-24371,QC Ultra,D,LOT-851312,2024-03-01
DEV-2913192370,PRD-47606,Portable PA X,D,,2025-02-25
DEV-2098431207,PRD-24371,QC45,D,LOT-200912,2025-04-02
DEV-4021124648,PRD-19171,Portable PA Mini,C,LOT-242107,2024-05-02
DEV-8678914941,PRD-66155,Studio Pro,C,LOT-836828,2024-04-05
DEV-4047742340,PRD-66155,QC Ultra,,,2024-05-07
DEV-2055433549,PRD-24371,QC Ultra,C,LOT-301493,2024-10-13
DEV-6504219322,PRD-66155,QC Ultra,A,LOT-886397,2024-08-26
DEV-5215097161,PRD-10074,Studio Pro,C,LOT-699157,08/31/2024
DEV-9621752688,PRD-65461,Studio Pro,,LOT-772218,
DEV-5949539686,PRD-99353,QC45,B,LOT-834155,2024-11-04
DEV-9323349000,PRD-66155,Studio Pro,A,LOT-466819,2025-12-18
DEV-4759198356,PRD-10425,QC45,B,LOT-427140,2025-08-03
DEV-7969460762,PRD-38080,QC45,A,LOT-244418,
DEV-2312050123,PRD-66155,QC45,C,LOT-774349,2025-03-04
DEV-9916654169,PRD-66155,QC45,,LOT-912576,2024-05-05
DEV-5435633145,PRD-65461,Studio Pro,B,LOT-890111,2024-06-20
DEV-9003066139,PRD-66155,QC Ultra,C,LOT-329302,
DEV-1280643955,PRD-66155,QC Ultra,A,LOT-169113,2025-10-22
DEV-2211165453,PRD-24371,QC45,C,LOT-809847,
DEV-3650709794,PRD-59672,Air Mini,A,LOT-597294,
DEV-9817885611,PRD-10074,QC45,C,LOT-782100,2024-11-27
DEV-6084517857,PRD-10221,Portable PA Mini,C,LOT-917654,2025-12-28
DEV-7968857961,PRD-24371,QC45,A,LOT-522448,2025-10-25
DEV-2902209538,PRD-71348,QC Ultra,C,LOT-429439,
DEV-3727294769,PRD-39154,Soundbar 600,A,,2024-10-03
DEV-5179164812,PRD-71348,Studio Pro,B,LOT-833680,2025-10-16
DEV-1594014164,PRD-66155,Studio Pro,A,LOT-322503,2025-05-19
DEV-9524820517,PRD-39154,Theater Kit X,D,LOT-594581,2024-12-01
DEV-3089774813,PRD-62923,Sport Buds,A,LOT-652654,2025-03-28
DEV-1472200200,PRD-42018,Wave Plus,B,LOT-234619,2025-09-07
DEV-2720779013,PRD-66155,QC Ultra,B,LOT-522793,2024-04-01
DEV-6181865941,PRD-24371,QC Ultra,D,LOT-678208,2025-09-11
DEV-8274439979,PRD-99353,Studio Pro,A,LOT-958933,2024-01-18
DEV-1210806141,PRD-49117,QC Ultra,C,LOT-911457,2024-11-28
DEV-6287358035,PRD-66155,Studio Pro,D,LOT-548544,2025-12-28
DEV-8450144607,PRD-99353,QC Ultra,A,LOT-526893,
DEV-8373803828,PRD-66155,Studio Pro,A,LOT-586172,2025-01-15
DEV-6547741319,PRD-76469,Portable PA X,B,LOT-354126,2025-07-29
DEV-5744025309,PRD-49117,QC45,B,LOT-226781,2025-06-03
DEV-6806359473,PRD-66155,Studio Pro,B,LOT-946364,
DEV-4088868647,PRD-71348,QC45,D,LOT-972859,2025-09-25
DEV-1084645542,PRD-24371,QC45,A,LOT-374925,2024-06-12
DEV-1753379218,PRD-89457,Portable PA X,C,LOT-500448,2025-04-01
DEV-3690705365,PRD-66155,QC45,D,LOT-591935,2024-10-11
DEV-7028220279,PRD-71348,QC Ultra,C,LOT-326520,2024-05-26
DEV-1101666163,PRD-95180,QC Ultra,A,,2025-01-14
DEV-5990461564,PRD-24371,QC45,A,,2024-12-21
DEV-7276357387,PRD-65461,QC Ultra,C,LOT-343136,2025-04-01
DEV-5257668824,PRD-66155,QC Ultra,C,LOT-855679,2024-07-04
DEV-5299561996,PRD-38080,Studio Pro,B,LOT-695933,2024-02-15
DEV-9508049153,PRD-41385,Studio Pro,B,LOT-468299,2025-08-19
DEV-1310054084,PRD-10425,Studio Pro,A,,2024-07-24
DEV-7406694774,PRD-99353,Studio Pro,A,,2024-10-18
DEV-8887738003,PRD-42527,Soundbar 600,C,LOT-430349,2024-11-26
DEV-2751248685,PRD-10425,QC45,B,LOT-184531,2024-05-18
DEV-1765093007,PRD-66155,QC Ultra,B,,2025-11-29
DEV-7251025592,PRD-41385,QC Ultra,A,LOT-366126,2025-12-24
DEV-7013871768,PRD-30635,Sport Buds,A,LOT-134580,
DEV-1246332700,PRD-40007,QC Ultra,A,LOT-784631,2025-11-19
DEV-3274746649,PRD-10425,QC45,D,LOT-320593,2024-06-10
DEV-5423699106,PRD-66155,Studio Pro,A,LOT-392193,2025-09-10
DEV-5443759552,PRD-99353,QC Ultra,D,LOT-538431,2024-11-14
DEV-2335705508,PRD-24371,QC45,C,LOT-716537,05/05/2025
DEV-2635848555,PRD-66155,Studio Pro,B,LOT-894689,
DEV-1312933167,PRD-71348,QC Ultra,,LOT-794153,2024-11-16
DEV-9944455741,PRD-24371,Studio Pro,A,LOT-308046,2024-08-16
DEV-7074958542,PRD-66155,QC Ultra,B,LOT-533642,2025-05-27
DEV-4511228773,PRD-66155,QC45,B,LOT-441309,2024-12-16
DEV-9117835681,PRD-66155,QC Ultra,A,LOT-524253,2025-02-21
DEV-7031247778,PRD-66155,Studio Pro,A,LOT-953778,2025-10-31
DEV-4055540724,PRD-66155,Studio Pro,B,LOT-709977,
DEV-4276028840,PRD-10425,QC Ultra,D,LOT-465062,2024-04-18
DEV-9284496534,PRD-99353,QC Ultra,B,LOT-608101,2024-09-13
DEV-6306659694,PRD-81066,Sport Buds,A,LOT-326794,2025-08-23
DEV-4447324174,PRD-66155,QC45,B,LOT-766380,2024-06-05
DEV-6965973187,PRD-10425,Studio Pro,B,LOT-124741,10/23/2025
DEV-2442686017,PRD-10425,QC Ultra,A,LOT-250072,2024-11-19
DEV-4497016550,PRD-49117,QC45,B,,10/15/2025
DEV-4443376154,PRD-23104,Wave Plus,A,LOT-943554,2024-12-17
DEV-3442720750,PRD-66155,Studio Pro,A,LOT-527441,2025-10-04
DEV-6702549932,PRD-49117,QC Ultra,B,LOT-232080,2025-07-13
DEV-3193697059,PRD-12757,QC Ultra,C,,2024-11-02
DEV-8855538725,PRD-99353,Studio Pro,B,LOT-799479,2025-08-30
DEV-9722271245,PRD-71348,Studio Pro,C,,
DEV-4106019391,PRD-66155,QC45,A,LOT-416808,2024-11-02
DEV-2112360922,PRD-71348,QC45,B,LOT-822998,2025-05-07
DEV-1634384076,PRD-66155,QC45,,LOT-435634,
DEV-4752749869,PRD-66155,Studio Pro,D,LOT-479051,
DEV-5589156403,PRD-79822,QC Ultra,C,LOT-410559,2024-11-02
DEV-7121326227,PRD-62923,Air Mini,A,LOT-457591,2024-06-23
DEV-7039171850,PRD-66155,Studio Pro,B,LOT-168888,2025-03-22
DEV-4850486795,PRD-66155,Studio Pro,A,LOT-872610,2025-12-09
DEV-9475587764,PRD-66155,QC45,D,LOT-912939,2024-07-23
DEV-6919399863,PRD-10425,Studio Pro,D,LOT-478186,2025-05-31
DEV-7858828916,PRD-12757,QC45,C,LOT-876617,2024-02-28
DEV-8725379896,PRD-66155,Studio Pro,A,LOT-572186,2024-08-25
DEV-5961022775,PRD-66155,Studio Pro,A,LOT-550704,2025-06-12
DEV-2174303468,PRD-71348,QC Ultra,A,LOT-812745,2024-08-23
DEV-8908761145,PRD-66155,QC Ultra,,LOT-868166,2025-07-10
DEV-6400378626,PRD-66155,QC Ultra,A,LOT-132773,2024-06-29
DEV-2404144841,PRD-24371,Studio Pro,C,LOT-596978,2024-07-02
DEV-6229499228,PRD-66155,Studio Pro,B,LOT-804724,2024-09-07
DEV-5136216089,PRD-66155,Studio Pro,C,LOT-167640,2024-12-07
DEV-8557855131,PRD-81511,Soundbar 900,B,LOT-475935,2024-05-31
DEV-4863135793,PRD-66155,QC45,B,LOT-530091,2025-12-28
DEV-5435007732,PRD-41385,Studio Pro,A,LOT-720618,2024-04-24
DEV-1178476948,PRD-40007,Studio Pro,D,LOT-224252,2025-06-18
DEV-5661231628,PRD-96511,Theater Kit X,A,LOT-725918,2024-03-18
DEV-8428794253,PRD-24371,QC45,A,LOT-642423,2024-07-12
DEV-8268509921,PRD-66155,QC45,A,LOT-966159,
DEV-5380173443,PRD-66155,Studio Pro,D,LOT-501136,2024-06-24
DEV-5312409986,PRD-79822,Studio Pro,C,LOT-350966,2025-01-10
DEV-7849669014,PRD-71348,QC Ultra,C,LOT-906998,2025-03-11
DEV-4668107099,PRD-24371,QC45,A,LOT-742627,2024-04-19
DEV-8012854012,PRD-47606,Portable PA Mini,C,LOT-503834,2025-05-15
DEV-4524736737,PRD-66155,Studio Pro,B,LOT-226544,2025-11-21
DEV-5736519587,PRD-63354,Quiet Buds,B,LOT-986756,2024-07-21
DEV-9044671621,PRD-66155,QC Ultra,D,LOT-395008,2025-04-13
DEV-7794087982,PRD-10425,QC Ultra,B,LOT-792142,2024-02-14
DEV-1241476873,PRD-24371,Studio Pro,B,LOT-631723,2024-11-13
DEV-7131066670,PRD-66155,Studio Pro,A,LOT-423672,2024-06-12
DEV-3486568934,PRD-79822,Studio Pro,B,LOT-529175,2025-06-05
DEV-3472081245,PRD-15229,Soundbar 600,B,LOT-382871,2025-06-30
DEV-3135990483,PRD-66155,QC Ultra,B,LOT-946867,2024-11-10
DEV-6724495821,PRD-10221,Portable PA X,C,LOT-945979,
DEV-7937813214,PRD-10074,Studio Pro,C,LOT-376477,2025-02-08
DEV-6727447702,PRD-63354,Air Mini,C,LOT-708580,2025-04-16
DEV-5660685804,PRD-49117,Studio Pro,C,LOT-174687,2024-10-13
DEV-9732419872,PRD-62923,Sport Buds,B,LOT-426402,2025-11-10
DEV-2123999583,PRD-96511,Soundbar 900,A,LOT-266602,2025-01-19
DEV-4394190135,PRD-49117,QC Ultra,B,LOT-551942,2025-04-22
DEV-9438433486,PRD-17100,Air Mini,D,LOT-737177,2025-04-03
DEV-5415909258,PRD-10074,Studio Pro,C,LOT-203240,2025-03-28
DEV-6276215470,PRD-71348,QC45,A,LOT-385156,2025-10-29
DEV-1650881893,PRD-71348,QC Ultra,C,LOT-192317,2025-02-27
DEV-2528563081,PRD-66155,QC Ultra,D,LOT-562637,2024-05-19
DEV-9825359229,PRD-59672,Sport Buds,,LOT-352327,2024-05-17
DEV-9225966266,PRD-49117,QC45,B,LOT-428527,2024-11-08
DEV-2641432015,PRD-66155,QC Ultra,A,LOT-914576,2025-10-02
DEV-9016605540,PRD-99353,QC45,A,LOT-317240,2024-08-26
DEV-5887147262,PRD-38080,QC Ultra,A,LOT-933249,
DEV-3498190646,PRD-10074,QC Ultra,B,LOT-354894,2025-09-05
DEV-8227785613,PRD-15229,Theater Kit X,D,LOT-313794,2025-01-11
DEV-9229262742,PRD-66155,QC Ultra,C,LOT-972380,2025-08-06
DEV-8734551143,PRD-99353,Studio Pro,A,LOT-297499,2024-03-12
DEV-6910772784,PRD-66155,Studio Pro,C,LOT-189082,2025-12-22
DEV-1260902094,PRD-99353,QC Ultra,D,LOT-518504,2025-12-22
DEV-3902312435,PRD-25129,Pulse S,D,LOT-431836,2025-08-21
DEV-9888470409,PRD-24371,Studio Pro,C,LOT-918180,2025-05-27
DEV-8307488740,PRD-24371,QC Ultra,B,,2025-04-04
DEV-1618007085,PRD-66155,QC Ultra,A,LOT-753304,
DEV-9780595622,PRD-24371,Studio Pro,A,LOT-807666,2025-04-16
DEV-3644470213,PRD-99353,Studio Pro,B,LOT-770211,2024-10-19
DEV-3065148658,PRD-66155,QC Ultra,A,LOT-566243,2024-10-24
DEV-3876961999,PRD-35112,Quiet Buds,C,LOT-510213,2025-08-14
DEV-1783483046,PRD-66155,QC Ultra,A,LOT-765283,2025-03-08
DEV-6626845557,PRD-67912,Soundbar 900,C,LOT-723518,2025-06-12
DEV-9463580100,PRD-66155,QC Ultra,,LOT-278322,2024-03-22
DEV-3629789564,PRD-71348,QC Ultra,B,LOT-757581,2025-05-17
DEV-5230175784,PRD-66155,QC Ultra,A,LOT-858230,
DEV-1290207141,PRD-49117,QC Ultra,D,LOT-575930,2024-08-05
DEV-9562247715,PRD-68082,Quiet Buds,A,LOT-158551,2024-09-10
DEV-1908620908,PRD-49117,Studio Pro,A,LOT-465901,2025-12-15
DEV-1748541338,PRD-71348,QC Ultra,B,LOT-203446,2025-03-14
DEV-8374608961,PRD-24371,Studio Pro,A,LOT-485379,2025-11-22
DEV-3569521270,PRD-24371,Studio Pro,D,LOT-411416,
DEV-4945172663,PRD-24371,QC45,B,LOT-573801,2024-10-10
DEV-7477032676,PRD-47606,Portable PA Mini,D,LOT-558194,2024-05-16
DEV-7428114052,PRD-10074,Studio Pro,A,LOT-526595,2025-06-09
DEV-2447875710,PRD-66155,QC Ultra,B,LOT-428220,2024-12-26
DEV-7455677311,PRD-59672,Quiet Buds,B,LOT-375083,2024-11-16
DEV-3342728073,PRD-49117,QC45,C,LOT-107054,2024-06-01
DEV-4559294890,PRD-66155,Studio Pro,B,LOT-207175,2025-06-30
DEV-3745420481,PRD-24371,QC Ultra,C,LOT-450884,2025-10-29
DEV-3409809884,PRD-40007,QC Ultra,C,LOT-395391,2024-06-23
DEV-4615932494,PRD-47606,Portable PA Mini,B,LOT-853862,
DEV-7287984710,PRD-30635,Air Mini,D,LOT-430421,2025-02-01
DEV-6479512903,PRD-10425,Studio Pro,C,LOT-672718,2024-09-12
DEV-5580757516,PRD-90120,Aviation Pro X,A,LOT-898810,2024-06-25
DEV-8213611206,PRD-24371,QC Ultra,A,,2024-04-13
DEV-7765284868,PRD-66155,QC Ultra,C,LOT-401078,2025-06-02
DEV-9699265738,PRD-66155,Studio Pro,C,LOT-156411,10/22/2025
DEV-8524425035,PRD-41385,Studio Pro,D,LOT-574254,2025-08-06
DEV-8322274609,PRD-66155,Studio Pro,B,LOT-318037,2025-10-19
DEV-8453489019,PRD-66155,QC Ultra,A,LOT-270823,
DEV-4494574567,PRD-99353,Studio Pro,A,LOT-526839,2024-08-16
DEV-2902416570,PRD-68082,Sport Buds,B,LOT-425931,2025-03-01
DEV-3464304989,PRD-66155,QC45,B,LOT-588505,2024-02-07
DEV-2726245751,PRD-82845,Air Mini,B,LOT-321516,2025-09-24
DEV-6175348293,PRD-66155,Studio Pro,B,LOT-477518,2025-02-24
DEV-9854455655,PRD-19171,Portable PA Mini,C,LOT-243093,2025-01-11
DEV-9122433872,PRD-66155,Studio Pro,A,LOT-992254,2024-10-17
DEV-1046253593,PRD-24371,Studio Pro,A,LOT-789985,2024-01-16
DEV-8634986773,PRD-12757,Studio Pro,A,LOT-592135,2024-07-20
DEV-7710754030,PRD-66155,Studio Pro,C,LOT-599809,2024-05-31
DEV-1365168201,PRD-79822,Studio Pro,C,LOT-841064,2024-07-27
DEV-9970327760,PRD-66155,Studio Pro,C,LOT-191652,2025-02-04
DEV-1686490457,PRD-63354,Quiet Buds,A,LOT-388867,
DEV-8169006846,PRD-79329,SoundLink Flex,A,LOT-909374,2024-08-02
DEV-1294599759,PRD-95180,Studio Pro,D,LOT-152965,2025-09-28
DEV-6605950149,PRD-66155,Studio Pro,B,LOT-350843,2024-02-12
DEV-3412836818,PRD-71348,QC45,D,LOT-598923,2025-09-19
DEV-1073260676,PRD-63354,Air Mini,D,LOT-636042,2024-04-19
DEV-9777677922,PRD-12757,QC Ultra,C,LOT-969448,2025-01-22
DEV-6319567867,PRD-49117,QC45,C,LOT-136612,2024-07-09
DEV-6027545384,PRD-66155,Studio Pro,D,LOT-334074,2024-09-22
DEV-1696873011,PRD-99353,QC Ultra,C,LOT-263533,2024-06-29
DEV-7670236837,PRD-71348,QC45,B,LOT-504095,12/16/2024
DEV-9777008936,PRD-66155,QC Ultra,D,LOT-380838,
DEV-7153432716,PRD-40982,Air Mini,C,LOT-956872,2025-10-23
DEV-8403444466,PRD-10425,QC Ultra,C,LOT-351471,2024-03-31
DEV-2401118871,PRD-24371,Studio Pro,A,LOT-982743,2025-12-14
DEV-7843926411,PRD-64040,Soundbar 900,B,LOT-712315,2025-12-23
DEV-5531465480,PRD-66155,QC45,B,LOT-231648,2024-08-16
DEV-7738835494,PRD-24371,Studio Pro,A,LOT-502941,2024-06-28
DEV-8735079695,PRD-24371,QC45,B,,2024-08-25
DEV-8718973720,PRD-24371,QC45,B,LOT-687474,2025-06-30
DEV-7692011021,PRD-66155,QC Ultra,A,LOT-202674,2024-03-04
DEV-6756256497,PRD-49117,Studio Pro,A,LOT-608447,2025-05-18
DEV-4168880863,PRD-95180,QC45,B,LOT-369888,2025-08-25
DEV-9596377061,PRD-76469,Portable PA X,D,LOT-388415,2025-09-10
DEV-1628087865,PRD-71348,QC45,B,,2024-06-14
DEV-2845103767,PRD-71348,QC Ultra,A,LOT-733477,2025-07-03
DEV-1900814340,PRD-79329,Wave Plus,A,LOT-656770,2025-07-13
DEV-6865663720,PRD-19171,Portable PA X,,LOT-266846,2024-12-23
DEV-8584368172,PRD-66155,QC Ultra,C,LOT-463505,2025-08-21
DEV-3869093705,PRD-41385,Studio Pro,A,LOT-730865,2025-02-04
DEV-3406409925,PRD-66155,QC45,A,LOT-531738,2025-09-27
DEV-9512670176,PRD-65518,Soundbar 900,A,LOT-296699,2025-12-23
DEV-7853864881,PRD-79822,QC Ultra,C,LOT-968902,2025-08-20
DEV-2250009900,PRD-42527,Soundbar 900,C,LOT-909663,02/02/2025
DEV-9938032966,PRD-66155,Studio Pro,,LOT-217012,2025-05-16
DEV-9606253502,PRD-66155,Studio Pro,C,LOT-902057,2024-06-25
DEV-4164271954,PRD-71348,QC45,A,LOT-275129,2024-07-29
DEV-1335482872,PRD-99353,QC Ultra,B,LOT-627560,2025-04-01
DEV-9574438969,PRD-71348,QC45,C,LOT-139129,2024-05-31
DEV-2527558773,PRD-49117,Studio Pro,A,LOT-911832,2024-06-24
DEV-7125604193,PRD-10425,QC45,D,,2024-03-23
DEV-5913128828,PRD-66155,QC45,B,LOT-232598,2024-08-02
DEV-2580084991,PRD-24371,QC Ultra,,,2025-01-01
DEV-8992681693,PRD-99353,QC Ultra,C,LOT-597849,2025-01-01
DEV-4410918915,PRD-66155,Studio Pro,C,LOT-483886,2025-09-11
DEV-4976637942,PRD-66155,QC Ultra,A,LOT-661988,2024-02-06
DEV-5175255343,PRD-21114,Portable PA Mini,D,LOT-724692,2025-08-11
DEV-4092743604,PRD-95180,QC Ultra,A,LOT-562066,
DEV-2505097873,PRD-66155,QC Ultra,C,LOT-990093,2025-08-30
DEV-6491417851,PRD-96511,Soundbar 900,A,,2025-08-09
DEV-1230028463,PRD-24371,QC45,B,LOT-884202,2025-04-07
DEV-6171242256,PRD-66155,QC Ultra,,LOT-544742,2025-12-24
DEV-8292675386,PRD-59672,Sport Buds,A,LOT-561599,2024-05-09
DEV-5908363394,PRD-24371,Studio Pro,C,LOT-477510,2025-08-06
DEV-6867874047,PRD-19171,Portable PA Mini,C,LOT-340555,2024-04-24
DEV-9276176628,PRD-64040,Soundbar 600,C,LOT-991786,2025-05-23
DEV-1296759860,PRD-71348,QC45,A,LOT-986960,2024-07-16
DEV-1394812652,PRD-10425,Studio Pro,C,LOT-433393,2024-10-14
DEV-9688350435,PRD-66155,Studio Pro,B,LOT-587913,2024-09-26
DEV-9704825878,PRD-79822,Studio Pro,A,LOT-884702,2024-11-19
DEV-7129599793,PRD-71348,QC45,B,LOT-491178,2024-07-18
DEV-8350047961,PRD-10425,QC45,A,LOT-269894,2025-08-14
DEV-8937719107,PRD-66155,QC Ultra,B,LOT-600625,2025-08-20
DEV-7562709235,PRD-10425,QC Ultra,D,LOT-575134,2025-01-19
DEV-2363379552,PRD-71348,QC Ultra,C,LOT-655682,
DEV-6418269935,PRD-81066,Quiet Buds,A,LOT-731713,2025-09-21
DEV-7067621282,PRD-82845,Quiet Buds,C,LOT-746876,2025-07-12
DEV-4864375467,PRD-66155,QC Ultra,D,LOT-863559,2024-12-07
DEV-8046451089,PRD-24371,QC Ultra,B,LOT-686670,2025-04-20
DEV-4498890417,PRD-66155,QC Ultra,C,LOT-180013,2024-06-07
DEV-8760998190,PRD-66155,QC45,D,LOT-605817,2024-08-30
DEV-9894795891,PRD-19171,Portable PA X,A,LOT-656359,2024-08-12
DEV-7835089112,PRD-38080,QC Ultra,A,LOT-181383,2024-06-21
DEV-9710010368,PRD-95180,QC45,A,LOT-973992,09/28/2025
DEV-3998046220,PRD-71348,QC45,A,LOT-536364,2025-10-08
DEV-6022504726,PRD-71348,QC45,B,,
DEV-7195580664,PRD-19171,Portable PA Mini,A,LOT-584389,
DEV-8655761788,PRD-99353,QC45,C,,
DEV-9205138975,PRD-66155,QC Ultra,D,,2025-02-13
DEV-1603304377,PRD-66155,Studio Pro,A,LOT-686786,2025-12-14
DEV-2368509802,PRD-42527,Theater Kit X,A,LOT-972661,
DEV-8447209108,PRD-93130,Theater Kit X,A,LOT-716585,2024-12-27
DEV-9164718693,PRD-93130,Soundbar 600,A,LOT-395292,2025-10-09
DEV-9557057108,PRD-38080,QC Ultra,D,LOT-879809,2025-08-26
DEV-8005616620,PRD-24371,QC Ultra,B,LOT-165969,2025-08-23
DEV-8785671502,PRD-30635,Sport Buds,D,LOT-723972,2024-05-01
DEV-4173213274,PRD-76469,Portable PA X,D,LOT-931276,2025-07-02
DEV-3254319216,PRD-63354,Sport Buds,C,LOT-747693,2025-05-09
DEV-2264435319,PRD-21114,Portable PA Mini,C,LOT-325726,2024-12-18
DEV-6670837424,PRD-66155,Studio Pro,B,LOT-984855,2025-05-27
DEV-2720649437,PRD-66155,Studio Pro,A,LOT-236585,
DEV-7078756821,PRD-66155,QC45,D,LOT-584692,2025-02-11
DEV-8497125329,PRD-66155,Studio Pro,A,LOT-744812,
DEV-7924085299,PRD-65518,Soundbar 600,A,LOT-505477,2025-01-11
DEV-2624966523,PRD-12757,Studio Pro,A,LOT-738254,2024-12-05
DEV-3569326692,PRD-24371,Studio Pro,A,LOT-616691,2025-04-18
DEV-7043170556,PRD-35112,Sport Buds,B,LOT-357024,2025-04-07
DEV-6143311971,PRD-71348,QC Ultra,B,LOT-322191,2024-10-19
DEV-4306064478,PRD-25129,SoundLink Flex,D,LOT-944967,2024-12-26
DEV-2243527235,PRD-44237,Soundbar 900,D,LOT-907869,2024-07-18
DEV-7992255787,PRD-41385,Studio Pro,A,LOT-131528,2024-09-23
DEV-6298618324,PRD-66155,QC45,B,LOT-690827,2024-08-21
DEV-5202643907,PRD-66155,QC Ultra,,LOT-449071,2025-03-05
DEV-4474874362,PRD-24371,QC Ultra,C,LOT-869947,2025-02-03
DEV-6878040037,PRD-40007,Studio Pro,D,LOT-105554,2025-06-05
DEV-1003109894,PRD-40982,Quiet Buds,A,LOT-769861,2025-12-28
DEV-8181144741,PRD-66155,QC45,,LOT-425799,2024-10-10
DEV-1660406802,PRD-66155,QC Ultra,B,LOT-268252,2025-08-04
DEV-7034476166,PRD-99353,QC Ultra,C,,2025-11-10
DEV-5392377329,PRD-84085,Sport Buds,D,LOT-923726,2024-10-09
DEV-9755172847,PRD-63354,Air Mini,C,LOT-131905,2024-02-19
DEV-1152437883,PRD-66155,QC45,B,LOT-114825,2024-01-12
DEV-6038570990,PRD-10425,QC Ultra,D,LOT-949191,2024-04-23
DEV-5671713293,PRD-79822,QC Ultra,A,,2024-03-19
DEV-5631662473,PRD-71348,QC Ultra,B,LOT-294982,2025-11-18
DEV-5776077972,PRD-66155,QC Ultra,B,LOT-863167,2024-06-20
DEV-5514491160,PRD-24371,Studio Pro,B,LOT-358080,2024-08-21
DEV-7826577264,PRD-71348,QC Ultra,C,LOT-736613,2024-10-13
DEV-1766685457,PRD-64040,Soundbar 900,B,LOT-127661,2025-02-25
DEV-1040475553,PRD-66155,QC45,C,LOT-224207,2024-01-17
DEV-6496550932,PRD-71348,QC Ultra,C,LOT-132869,2025-03-10
DEV-8490713616,PRD-49117,Studio Pro,A,LOT-348422,2025-02-15
DEV-4586469023,PRD-67912,Soundbar 600,C,LOT-234061,2025-07-21
DEV-3829381880,PRD-64040,Theater Kit X,B,LOT-576504,2025-04-07
DEV-2541021390,PRD-95180,QC45,B,LOT-613274,2024-12-07
DEV-4496683367,PRD-68008,Aviation A20,B,LOT-349158,2025-07-27
DEV-9124417757,PRD-66155,Studio Pro,C,LOT-190747,2024-04-20
DEV-7647058121,PRD-24371,QC Ultra,B,,2025-03-05
DEV-8820673474,PRD-49117,Studio Pro,D,LOT-282562,2025-01-21
DEV-7918814679,PRD-25129,Wave Plus,A,LOT-997195,2024-06-14
DEV-7654584271,PRD-66155,Studio Pro,C,LOT-598749,2025-05-15
DEV-2419548278,PRD-79822,QC45,A,LOT-928568,2025-01-08
DEV-9353051125,PRD-71348,QC Ultra,D,LOT-721578,2025-08-29
DEV-7642264512,PRD-66155,Studio Pro,B,LOT-388663,2025-07-23
DEV-1882447546,PRD-35112,Quiet Buds,A,LOT-768170,2024-07-02
DEV-4620791795,PRD-89457,Portable PA X,B,LOT-826861,05/12/2024
DEV-2072981699,PRD-66155,QC Ultra,C,LOT-676574,2024-11-13
DEV-6815835082,PRD-10425,QC Ultra,A,LOT-977154,2024-03-10
DEV-9395614565,PRD-63354,Quiet Buds,C,LOT-403174,2025-02-04
DEV-1853946793,PRD-24371,QC Ultra,B,LOT-453291,2025-11-06
DEV-7393710416,PRD-10221,Portable PA Mini,A,LOT-540515,2025-07-27
DEV-1901802786,PRD-38080,QC45,A,LOT-484709,2025-11-05
DEV-2862090593,PRD-61876,Quiet Buds,B,LOT-585839,2025-07-02
DEV-1250639256,PRD-24371,QC45,A,LOT-500337,02/13/2024
DEV-8188838518,PRD-24371,QC Ultra,B,LOT-255171,2025-05-12
DEV-7054859697,PRD-24371,QC45,D,LOT-242548,2025-04-23
DEV-8340694032,PRD-71348,QC Ultra,A,LOT-807129,2025-11-28
DEV-4624040396,PRD-10425,QC45,C,LOT-152516,
DEV-1667358831,PRD-84085,Air Mini,B,LOT-327258,2025-03-04
DEV-5918148433,PRD-10425,QC Ultra,C,LOT-703666,2025-07-06
DEV-1552227190,PRD-82845,Sport Buds,B,LOT-650222,2025-12-10
DEV-4197463512,PRD-24371,QC Ultra,B,LOT-551979,2024-11-22
DEV-5836737181,PRD-24371,QC Ultra,B,LOT-450005,2024-04-07
DEV-8876168673,PRD-66155,QC45,B,LOT-611173,2025-01-31
DEV-8747480304,PRD-66155,QC45,C,LOT-441999,2025-10-18
DEV-4436424675,PRD-95180,QC45,B,LOT-615746,2025-08-14
DEV-4771612502,PRD-66155,QC45,B,LOT-756452,2025-02-06
DEV-2957479711,PRD-66155,QC45,A,LOT-660780,2024-03-26
DEV-5058996803,PRD-99353,QC45,A,LOT-124633,2025-11-05
DEV-7840833405,PRD-66155,Studio Pro,,LOT-567509,2025-01-02
DEV-1611646127,PRD-71348,Studio Pro,D,LOT-612152,2024-09-26
